,time,temperature,rho,dRho,std_dRho
64,14080.0,1004.0,0.5678923164685938,5.055510901333606e-05,0.0001
65,14300.0,1015.0,0.5671482508791292,-3.0370694784949417e-05,0.0001
66,14520.0,1026.0,0.5664931483081029,0.00011166424098108588,0.0001
67,14740.0,1037.0,0.5659151349595464,5.985664040862451e-05,0.0001
68,14960.0,1048.0,0.565403179648289,-4.899215871685587e-06,0.0001
69,15180.0,1059.0,0.5649480997727364,2.1181069987523294e-05,0.0001
70,15400.0,1070.0,0.564543088855384,-1.0670500840183831e-05,0.0001
71,15620.0,1081.0,0.5641816141243167,-1.625652224360457e-05,0.0001
72,15840.0,1092.0,0.5638577524761065,-4.698209739214549e-05,0.0001
73,16060.0,1103.0,0.5635667509988835,0.00011293987157703819,0.0001
74,16280.0,1114.0,0.5633051020546439,4.146614477860409e-05,0.0001
75,16500.0,1125.0,0.5630692980053837,-3.2575663139015595e-05,0.0001
76,16720.0,1136.0,0.5628561184696725,3.396784049687671e-05,0.0001
77,16940.0,1147.0,0.5626626395370262,-5.0819106124855386e-05,0.0001
78,17160.0,1158.0,0.5624868344098427,8.772733685009751e-05,0.0001
79,17380.0,1169.0,0.5623269678855859,-5.215567369328745e-05,0.0001
80,17600.0,1180.0,0.5621813047617192,2.249643605657181e-06,0.0001
81,17820.0,1191.0,0.5620482205626147,-1.1097574414087468e-06,0.0001
82,18040.0,1202.0,0.5619262556899919,-0.0001894563164408013,0.0001
83,18260.0,1213.0,0.5618141810946834,8.535875274172825e-05,0.0001
84,18480.0,1224.0,0.5617111853070584,0.0002456984582485853,0.0001
85,18700.0,1235.0,0.5616164568574862,1.508456136425129e-05,0.0001
86,18920.0,1246.0,0.5615291842763358,-2.288794034236242e-05,0.0001
87,19140.0,1257.0,0.5614485560939765,3.115273198725384e-05,0.0001
88,19360.0,1268.0,0.5613740041132028,-3.3320386740033904e-05,0.0001
89,19580.0,1279.0,0.561304738015299,-4.0380622228561986e-05,0.0001
90,19800.0,1290.0,0.5612403556289323,-0.00015647435977035926,0.0001
91,20020.0,1301.0,0.5611805087449309,-3.034916968537807e-05,0.0001
92,20240.0,1312.0,0.561124849154123,-4.7643144389038524e-05,0.0001
93,20460.0,1323.0,0.5610730286473371,-3.63193947064155e-05,0.0001
94,20680.0,1334.0,0.5610246990154013,-3.2573629595221818e-06,0.0001
95,20900.0,1345.0,0.5609795120491441,-0.00010191085458964024,0.0001
96,21120.0,1356.0,0.5609371665180585,-1.070643374492093e-05,0.0001
97,21340.0,1367.0,0.5608974619569529,0.00011271137032162892,0.0001
98,21560.0,1378.0,0.5608602091247742,-4.1951493177095975e-05,0.0001
99,21780.0,1389.0,0.5608252256080076,-0.00015520840277121443,0.0001
100,22000.0,1400.0,0.5607923289931381,0.00010195911528004628,0.0001
