,time,temperature,rho,dRho,std_dRho
36,3895.081967213115,696.0,0.9852442988688362,0.00026188029547390856,1e-05
37,4003.2786885245905,707.0,0.9823565019983247,0.00026782180686338905,1e-05
38,4111.475409836066,718.0,0.9792557418488417,0.00030466841384430314,1e-05
39,4219.672131147541,729.0,0.9759784023718214,0.00031627167365499916,1e-05
40,4327.868852459017,740.0,0.9725659979372574,0.0003051278250325213,1e-05
41,4436.065573770492,751.0,0.9690676647475237,0.00031162869013427334,1e-05
42,4544.262295081968,762.0,0.9655401750383565,0.0003166195830154095,1e-05
43,4652.459016393444,773.0,0.9620437862660219,0.0003295221485293876,1e-05
44,4760.6557377049185,784.0,0.9586346871521555,0.0003111776247383004,1e-05
45,4868.852459016394,795.0,0.9553569914160285,0.00028484957578634124,1e-05
46,4977.049180327869,806.0,0.9522353101010851,0.00026269730670865467,1e-05
47,5085.245901639345,817.0,0.9492730306421953,0.00027545251471173464,1e-05
48,5193.44262295082,828.0,0.9464533938436623,0.00022528935883787577,1e-05
49,5301.639344262296,839.0,0.9437443263087503,0.0002338692827161805,1e-05
50,5409.8360655737715,850.0,0.9411049211179455,0.00023849983574945687,1e-05
51,5518.032786885246,861.0,0.9384923978997203,0.00023989819586088667,1e-05
52,5626.229508196722,872.0,0.9358685522432899,0.00024108066043793754,1e-05
53,5734.426229508197,883.0,0.933204672717595,0.00024103740857240618,1e-05
54,5842.622950819673,894.0,0.9304847180875314,0.00024403239492705613,1e-05
55,5950.819672131148,905.0,0.9277062718564923,0.00026009990061635923,1e-05
56,6059.016393442624,916.0,0.9248791111330715,0.00024836018357952006,1e-05
57,6167.2131147540995,927.0,0.922021613253043,0.00024802495708545105,1e-05
58,6275.409836065574,938.0,0.9191560559240773,0.00026063199548657365,1e-05
59,6383.60655737705,949.0,0.9163026757214093,0.00024851902064894837,1e-05
60,6491.803278688525,960.0,0.9134764609997438,0.0002415485493605764,1e-05
61,6600.000000000001,971.0,0.9106838998766618,0.00023889280670366696,1e-05
62,6708.196721311476,982.0,0.9079237109204068,0.000261045441399337,1e-05
63,6816.393442622952,993.0,0.9051892158803725,0.00024230278061821347,1e-05
64,6924.590163934427,1004.0,0.9024723471252305,0.0002459158674259521,1e-05
65,7032.786885245902,1015.0,0.8997680502552594,0.0002535099495846477,1e-05
66,7140.983606557378,1026.0,0.8970780622212021,0.0002557828474684189,1e-05
67,7249.180327868853,1037.0,0.8944130714414992,0.00023650653675733627,1e-05
68,7357.377049180329,1048.0,0.8917933862723588,0.00023348044065411486,1e-05
69,7465.573770491804,1059.0,0.889247075648834,0.00021686926771748052,1e-05
70,7573.77049180328,1070.0,0.8868069869818412,0.00020804146435445792,1e-05
71,7681.967213114755,1081.0,0.884506469724216,0.00019379856598497142,1e-05
72,7790.16393442623,1092.0,0.8823758260885989,0.00016790011114735257,1e-05
73,7898.360655737706,1103.0,0.8804385442422373,0.00016621561776195657,1e-05
74,8006.557377049181,1114.0,0.8787091573895023,0.00015767363840939495,1e-05
75,8114.754098360657,1125.0,0.8771928300004381,0.000155372969927126,1e-05
76,8222.950819672133,1136.0,0.875885556613209,9.541832984712918e-05,1e-05
77,8331.147540983608,1147.0,0.8747762863849533,9.358778345916995e-05,1e-05
78,8439.344262295082,1158.0,0.8738482111764914,9.101376128867361e-05,1e-05
79,8547.54098360656,1169.0,0.8730816318575106,6.256028462543495e-05,1e-05
80,8655.737704918034,1180.0,0.8724555552942795,5.2544284033776585e-05,1e-05
81,8763.934426229509,1191.0,0.8719486182264884,4.340318343936094e-05,1e-05
82,8872.131147540984,1202.0,0.8715419124328363,3.836723600526369e-05,1e-05
83,8980.32786885246,1213.0,0.8712178541409102,1.8801575091974657e-05,1e-05
84,9088.524590163935,1224.0,0.8709603394191467,2.6360082208854177e-05,1e-05
85,9196.72131147541,1235.0,0.8707571149191675,2.0325207664710236e-05,1e-05
86,9304.918032786887,1246.0,0.8705972467894663,1.2026181652700833e-05,1e-05
87,9413.114754098362,1257.0,0.8704712619523517,-2.6631394797938986e-05,1e-05
88,9521.311475409837,1268.0,0.8703724920351789,-6.436822721999577e-06,1e-05
89,9629.508196721312,1279.0,0.8702951019135328,-1.145439525665185e-05,1e-05
90,9737.704918032789,1290.0,0.8702341802826485,1.534525956355971e-05,1e-05
91,9845.901639344263,1301.0,0.8701864047998495,-1.0443368418926648e-06,1e-05
92,9954.098360655738,1312.0,0.8701489186462532,-3.398337969836715e-06,1e-05
93,10062.295081967215,1323.0,0.8701192598352376,6.6768122680288205e-06,1e-05
94,10170.49180327869,1334.0,0.8700958569983542,2.1973326472637293e-06,1e-05
95,10278.688524590165,1345.0,0.8700774272698242,-7.0432981766935795e-06,1e-05
96,10386.88524590164,1356.0,0.870062816999718,2.116438757853932e-05,1e-05
97,10495.081967213117,1367.0,0.8700510991285559,3.044682490981534e-06,1e-05
98,10603.278688524591,1378.0,0.8700417564220646,-2.8125188841488136e-06,1e-05
99,10711.475409836066,1389.0,0.8700343312472625,4.433844950986215e-06,1e-05
100,10819.672131147543,1400.0,0.8700283678071128,7.704726119237257e-06,1e-05
