-0.316583,-0.220730
-0.316583,-0.220730
-0.516242,-0.338899
-0.443711,-0.397270
-0.443711,-0.397270
-0.311420,-0.335809
-0.511416,-0.647476
-0.511416,-0.647476
-0.511416,-0.647476
-0.511416,-0.647476
-0.511416,-0.647476
-0.171688,-0.325675
-0.270584,-0.350222
-0.269912,-0.553515
-0.660597,-0.726305
-0.660597,-0.726305
-0.842418,-0.895054
-0.936434,-0.768241
-1.005047,-0.866183
-1.005047,-0.866183
-0.952719,-1.090038
-0.840890,-1.122735
-0.890657,-1.075996
-1.038522,-0.980254
-1.038522,-0.980254
-1.038522,-0.980254
-1.113645,-0.950194
-0.769397,-0.764193
-0.769397,-0.764193
-0.769397,-0.764193
-0.635714,-0.624322
-0.635714,-0.624322
-0.360576,-0.305759
-0.360576,-0.305759
-0.360576,-0.305759
-0.491333,-0.239821
-0.372817,-0.527590
-0.372817,-0.527590
-0.372817,-0.527590
-0.635725,-0.277637
-0.635725,-0.277637
-0.635725,-0.277637
-0.730654,-0.605023
-0.436782,-0.556930
-0.436782,-0.556930
-0.436782,-0.556930
-0.456393,-0.563651
-0.598705,-0.730207
-0.598705,-0.730207
-0.598705,-0.730207
-0.504067,-0.682024
-0.299436,-0.630736
-0.299436,-0.630736
-0.745723,-0.689812
-0.745723,-0.689812
-0.745723,-0.689812
-0.887584,-0.585344
-0.713077,-0.432299
-0.713077,-0.432299
-0.713077,-0.432299
-0.694329,-0.504242
-0.957109,-0.807485
-0.853488,-0.848751
-0.853488,-0.848751
-1.045927,-1.085758
-0.996827,-1.118452
-0.996827,-1.118452
-0.996827,-1.118452
-1.096460,-1.120818
-1.104744,-0.925163
-1.096162,-1.139929
-1.096162,-1.139929
-1.093045,-0.999285
-1.083991,-1.074291
-1.083991,-1.074291
-1.083991,-1.074291
-1.135802,-1.350585
-1.135802,-1.350585
-1.135802,-1.350585
-1.177876,-1.351583
-1.036928,-1.313401
-1.036928,-1.313401
-1.165365,-1.166120
-1.245851,-1.300831
-1.374138,-1.331411
-1.327190,-1.412653
-1.435433,-1.447232
-1.336619,-1.430118
-1.236546,-1.224903
-1.263895,-0.887651
-1.263895,-0.887651
-1.188233,-0.911876
-1.164313,-0.914875
-0.898530,-1.244380
-0.898530,-1.244380
-1.163389,-1.236668
-1.250399,-1.134940
-0.993242,-1.168667
-1.070841,-0.960567
-0.882028,-1.092078
-0.716355,-0.964021
-0.686360,-0.830546
-0.644784,-0.793439
-0.698875,-0.860687
-0.698875,-0.860687
-0.801965,-0.884571
-1.020537,-0.961129
-1.020537,-0.961129
-1.059022,-1.102257
-1.005624,-1.114102
-1.195448,-1.209954
-1.195448,-1.209954
-1.195448,-1.209954
-1.195448,-1.209954
-1.195448,-1.209954
-1.084006,-1.116566
-0.850936,-0.873041
-0.850936,-0.873041
-0.856482,-0.722806
-0.667431,-1.057334
-0.659813,-1.020784
-0.659813,-1.020784
-0.771418,-1.015323
-0.726499,-1.060914
-0.726499,-1.060914
-0.726499,-1.060914
-0.659836,-0.948466
-0.485646,-1.041462
-0.485646,-1.041462
-0.433123,-1.051268
-0.433123,-1.051268
-0.433123,-1.051268
-0.433123,-1.051268
-0.433123,-1.051268
-0.433123,-1.051268
-0.684755,-1.025516
-0.799153,-1.009638
-0.996281,-0.974295
-1.150186,-1.031394
-1.012611,-1.146308
-1.012611,-1.146308
-1.195639,-1.162106
-1.195639,-1.162106
-1.310663,-1.178520
-1.310663,-1.178520
-1.248774,-1.139758
-1.322305,-1.373674
-1.422827,-1.485858
-1.383805,-1.392814
-1.405614,-1.367275
-1.405614,-1.367275
-1.471720,-1.318742
-1.439728,-1.229120
-1.409193,-1.286197
-1.409193,-1.286197
-1.486292,-1.601989
-1.301663,-1.452111
-1.314488,-1.610972
-1.451614,-1.339357
-1.451614,-1.339357
-1.443178,-0.960073
-1.411116,-0.951737
-1.411116,-0.951737
-1.502470,-1.205051
-1.349388,-1.321163
-1.372963,-1.514164
-1.479561,-1.636562
-1.479561,-1.636562
-1.479561,-1.636562
-1.707879,-1.552153
-1.775248,-1.754855
-1.939124,-1.785224
-1.922411,-1.783309
-1.988943,-2.070286
-1.680169,-1.852408
-1.928522,-2.066824
-1.928522,-2.066824
-1.928522,-2.066824
-1.928522,-2.066824
-1.928522,-2.066824
-2.007655,-1.842375
-2.007655,-1.842375
-1.909806,-1.786202
-1.782738,-1.673947
-1.782738,-1.673947
-1.782738,-1.673947
-1.840108,-1.926709
-1.840108,-1.926709
-2.104331,-1.944830
-1.919087,-1.794678
-1.919087,-1.794678
-1.919087,-1.794678
-1.919087,-1.794678
-1.832049,-1.957046
-1.498460,-1.967151
-1.556387,-2.130059
-1.706639,-2.032100
-1.568904,-1.690152
-1.814565,-1.750311
-1.774590,-1.539648
-1.501513,-1.337839
-1.580983,-1.706566
-1.685862,-1.614490
-1.685862,-1.614490
-1.512141,-1.289841
-1.340382,-1.528102
-1.340382,-1.528102
-1.451615,-1.407812
-1.451615,-1.407812
-1.451615,-1.407812
-1.289629,-1.466434
-1.391456,-1.527434
-1.612011,-1.278079
-1.642029,-1.475884
-1.471545,-1.589238
-1.240199,-1.390107
-1.240199,-1.390107
-1.447624,-1.273399
-1.492885,-1.415381
-1.492885,-1.415381
-1.178427,-1.361898
-1.178427,-1.361898
-1.206702,-1.527407
-1.203167,-1.302145
-1.089757,-1.327277
-1.174825,-1.102163
-1.058421,-1.193921
-1.149064,-0.990061
-1.059196,-1.263377
-1.020275,-0.862446
-1.020275,-0.862446
-0.926685,-1.105545
-0.926685,-1.105545
-1.115380,-1.055614
-1.177843,-1.257430
-1.117932,-1.020372
-1.204795,-1.277933
-1.155182,-1.178097
-1.113734,-0.954288
-1.215192,-0.924534
-1.215192,-0.924534
-1.184834,-0.924862
-1.184834,-0.924862
-1.203564,-1.159711
-1.030951,-1.243425
-1.030951,-1.243425
-1.030951,-1.243425
-0.880883,-1.179464
-0.975095,-1.022498
-1.105331,-1.099526
-1.105331,-1.099526
-0.980873,-1.240398
-1.111794,-1.261103
-1.072261,-1.281055
-1.211349,-1.258224
-1.222669,-1.193122
-1.222669,-1.193122
-1.222669,-1.193122
-1.222669,-1.193122
-1.222669,-1.193122
-1.222669,-1.193122
-1.141799,-1.066199
-1.141799,-1.066199
-0.820957,-1.065199
-0.891973,-1.208353
-0.891973,-1.208353
-0.891973,-1.208353
-0.891973,-1.208353
-0.891973,-1.208353
-0.891973,-1.208353
-0.921898,-0.819911
-0.921898,-0.819911
-0.921898,-0.819911
-1.183326,-1.029741
-1.183326,-1.029741
-1.183326,-1.029741
-1.164258,-1.343748
-1.164258,-1.343748
-1.164258,-1.343748
-0.974708,-1.177698
-0.925397,-0.845293
-1.097732,-1.164015
-1.323035,-1.242384
-1.161077,-1.178375
-1.011406,-0.855471
-1.111246,-0.834137
-1.145626,-0.797890
-0.993716,-0.843299
-0.993716,-0.843299
-0.995356,-0.922580
-1.080145,-1.068966
-1.080145,-1.068966
-1.080145,-1.068966
-1.080145,-1.068966
-1.080145,-1.068966
-0.760609,-1.302852
-0.962653,-1.358004
-1.095547,-1.020347
-1.115985,-0.934119
-0.963592,-1.009614
-0.963592,-1.009614
-0.963592,-1.009614
-1.087674,-0.992807
-0.946669,-0.941707
-0.946669,-0.941707
